id;created_at;updated_at;year;ecoregion;province;location;country;latitude;longitude;even_start;lower_depth;upper_depth;taxa;species;damaged_percentatge;damaged_qualitative;individuals_surveyed;drivers_abiotic;drivers_abiotic_other;drivers_biotic_group;drivers_biotic;drivers_biotic_other;meow_id;protected_area;protected_area_id;status_yr;location_mpa;published;publication_id;contact;comments;public
175;2018-07-06 07:08:10;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Port-Cros;FR;42.98000;6.39000;Summer;10.00;0.00;Porifera;Crambe crambe;;Low;;Temperature anomaly;;;NA;;231;1;86;1963;Port-Cros;1;104;"Full name: 
e-mail: 
web page: ";;0
176;2018-07-06 07:08:13;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Port-Cros;FR;42.98000;6.39000;Summer;45.00;0.00;Cnidaria;Paramuricea clavata;;Severe;;Temperature anomaly;;;NA;;231;1;86;1963;Port-Cros;1;104;"Full name: 
e-mail: 
web page: ";;0
177;2018-07-06 07:08:15;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Port-Cros;FR;42.98000;6.39000;Summer;30.00;0.00;Cnidaria;Eunicella singularis;;Severe;;Temperature anomaly;;;NA;;231;1;86;1963;Port-Cros;1;104;"Full name: 
e-mail: 
web page: ";;0
178;2018-07-06 07:08:18;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Port-Cros;FR;42.98000;6.39000;Summer;30.00;0.00;Cnidaria;Eunicella cavolinii;;Severe;;Temperature anomaly;;;NA;;231;1;86;1963;Port-Cros;1;104;"Full name: 
e-mail: 
web page: ";;0
179;2018-07-06 07:08:21;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Port-Cros;FR;42.98000;6.39000;Summer;15.00;0.00;Cnidaria;Cladocora caespitosa;;Moderate;;Temperature anomaly;;;NA;;231;1;86;1963;Port-Cros;1;104;"Full name: 
e-mail: 
web page: ";;0
180;2018-07-06 07:08:28;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16460;5.57899;Autumn;10.00;0.00;Porifera;Ircinia variabilis;;Severe;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
181;2018-07-06 07:08:36;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16460;5.57899;Autumn;25.00;0.00;Porifera;Spongia officinalis;;Moderate;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
182;2018-07-06 07:08:43;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.15435;5.61333;Autumn;25.00;0.00;Porifera;Spongia agaricina;;Moderate;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
183;2018-07-06 07:08:51;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16460;5.57899;Autumn;25.00;0.00;Porifera;Hippospongia communis;;Moderate;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
184;2018-07-06 07:08:58;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16460;5.57899;Autumn;20.00;0.00;Porifera;Cacospongia scalaris;;Moderate;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
185;2018-07-06 07:09:05;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16460;5.57899;Autumn;15.00;0.00;Porifera;Clathrina clathrus;;Low;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
186;2018-07-06 07:09:12;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16460;5.57899;Autumn;15.00;0.00;Porifera;Aplysina cavernicola;;Low;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
187;2018-07-06 07:09:20;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16460;5.57899;Autumn;45.00;0.00;Cnidaria;Paramuricea clavata;;Severe;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
188;2018-07-06 07:09:27;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16460;5.57899;Autumn;30.00;0.00;Cnidaria;Eunicella singularis;;Severe;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
189;2018-07-06 07:09:34;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16460;5.57899;Autumn;30.00;0.00;Cnidaria;Eunicella cavolinii;;Moderate;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
190;2018-07-06 07:09:42;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Maire;FR;43.55153;7.14558;Autumn;14.00;14.00;Cnidaria;Corallium rubrum;10.00;Low;278;Temperature anomaly;;;NA;;231;1;185;2015;Cap d'Antibes;1;82;"Full name: 
e-mail: 
web page: ";;0
191;2018-07-06 07:09:49;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16462;5.61000;Autumn;14.00;14.00;Cnidaria;Corallium rubrum;58.00;Moderate;201;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;82;"Full name: 
e-mail: 
web page: ";;0
192;2018-07-06 07:09:57;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16462;5.61000;Autumn;23.00;23.00;Cnidaria;Corallium rubrum;80.00;Severe;139;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;82;"Full name: 
e-mail: 
web page: ";;0
193;2018-07-06 07:10:03;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Ile Riou (Grotte sud);FR;43.21000;5.38000;Autumn;26.00;26.00;Cnidaria;Corallium rubrum;43.00;Moderate;135;Temperature anomaly;;NA;NA;;231;1;150;2012;Calanques;1;82;Full name: e-mail: web page: ;;0
194;2018-07-06 07:10:09;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Ile Riou (Entrance of Grotte sud);FR;43.21000;5.38000;Autumn;24.00;24.00;Cnidaria;Corallium rubrum;63.00;Severe;118;Temperature anomaly;;NA;NA;;231;1;150;2012;Calanques;1;82;Full name: e-mail: web page: ;;0
195;2018-07-06 07:10:15;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Ile Riou (Moyade cave);FR;43.21000;5.38000;Autumn;23.00;23.00;Cnidaria;Corallium rubrum;5.00;;196;Temperature anomaly;;NA;NA;;231;1;150;2012;Calanques;1;82;Full name: e-mail: web page: ;;0
196;2018-07-06 07:10:21;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Ile Riou (Moyade cave entrance);FR;43.21000;5.38000;Autumn;23.00;23.00;Cnidaria;Corallium rubrum;40.00;Moderate;137;Temperature anomaly;;NA;NA;;231;1;150;2012;Calanques;1;82;Full name: e-mail: web page: ;;0
197;2018-07-06 07:10:27;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Ile Plane (Grotte Peres);FR;43.18000;5.40000;Autumn;14.00;14.00;Cnidaria;Corallium rubrum;60.00;Severe;266;Temperature anomaly;;NA;NA;;231;1;150;2012;Calanques;1;82;Full name: e-mail: web page: ;;0
198;2018-07-06 07:10:33;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Ile Plane (Grotte Peres entrance);FR;43.18000;5.40000;Autumn;15.00;15.00;Cnidaria;Corallium rubrum;70.00;Severe;279;Temperature anomaly;;NA;NA;;231;1;150;2012;Calanques;1;82;Full name: e-mail: web page: ;;0
199;2018-07-06 07:10:40;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Sormiou (Cave entrance);FR;43.21000;5.39000;Autumn;17.00;17.00;Cnidaria;Corallium rubrum;28.00;Low;331;Temperature anomaly;;NA;NA;;231;1;150;2012;Calanques;1;82;Full name: e-mail: web page: ;;0
200;2018-07-06 07:10:46;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Sormiou (Cave);FR;43.21000;5.39000;Autumn;13.00;13.00;Cnidaria;Corallium rubrum;10.00;Low;166;Temperature anomaly;;NA;NA;;231;1;150;2012;Calanques;1;82;Full name: e-mail: web page: ;;0
201;2018-07-06 07:10:47;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Nice;;43.67979;7.39105;Autumn;30.00;0.00;Cnidaria;Corallium rubrum;;Severe;;Temperature anomaly;;;NA;;231;0;;0;;1;104;"Full name: 
e-mail: 
web page: ";;0
202;2018-07-06 07:10:55;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16462;5.61000;Autumn;15.00;0.00;Cnidaria;Cladocora caespitosa;;Moderate;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
203;2018-07-06 07:11:02;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16462;5.61000;Autumn;10.00;0.00;Cnidaria;Oculina patagonica;;Moderate;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
204;2018-07-06 07:11:09;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16460;5.57899;Autumn;30.00;0.00;Bryozoa;Adeonella calveti;;Low;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
205;2018-07-06 07:11:17;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16460;5.57899;Autumn;30.00;0.00;Bryozoa;Myriapora truncata;;Low;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
206;2018-07-06 07:11:24;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16460;5.57899;Autumn;30.00;0.00;Bryozoa;Turbicellepora avicularis;;Low;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
207;2018-07-06 07:11:31;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16462;5.61000;Autumn;30.00;0.00;Bryozoa;Pentapora fascialis;;Low;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
208;2018-07-06 07:11:38;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16462;5.61000;Autumn;15.00;0.00;Mol. Bivalvia;Neopycnodonte cochlear;;Low;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
209;2018-07-06 07:11:46;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16462;5.61000;Autumn;45.00;0.00;Mol. Bivalvia;Lima lima;;Low;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
210;2018-07-06 07:11:54;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16462;5.61000;Autumn;5.00;0.00;Ascidiacea;Microcosmus spp.;;Severe;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
211;2018-07-06 07:12:01;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16462;5.61000;Autumn;10.00;0.00;Ascidiacea;Halocynthia papillosa;;Low;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
212;2018-07-06 07:12:08;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;La Ciotat;FR;43.16462;5.61000;Autumn;10.00;0.00;Ascidiacea;Pyura dura;;Low;;Temperature anomaly;;;NA;;231;1;150;2012;Calanques;1;104;"Full name: 
e-mail: 
web page: ";;0
213;2018-07-06 07:12:13;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Illa des Poros - Menorca;ES;40.09000;4.07000;Summer;40.00;20.00;Cnidaria;Eunicella singularis;73.00;Severe;129;Temperature anomaly;;NA;NA;;231;1;133;1999;Norte De Menorca;1;105;Full name: e-mail: web page: ;;0
214;2018-07-06 07:12:17;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Illa des Poros - Menorca;ES;40.09000;4.07000;Summer;0.00;0.00;Bryozoa;Myriapora truncata;;Moderate;;Temperature anomaly;;NA;NA;;231;1;133;1999;Norte De Menorca;1;105;Full name: e-mail: web page: ;;0
215;2018-07-06 07:12:21;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Cap de Cavalleria - Menorca;ES;40.08000;4.09000;Summer;35.00;15.00;Cnidaria;Eunicella singularis;59.00;Moderate;317;Temperature anomaly;;NA;NA;;231;1;133;1999;Norte De Menorca;1;105;Full name: e-mail: web page: ;;0
216;2018-07-06 07:12:25;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Cap de Cavalleria - Menorca;ES;40.08000;4.09000;Summer;0.00;0.00;Bryozoa;Myriapora truncata;;Severe;;Temperature anomaly;;;NA;;231;1;133;1999;Norte De Menorca;1;105;"Full name: 
e-mail: 
web page: ";;0
217;2018-07-06 07:12:29;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Cap Roig-Patró Pere - Menorca;ES;40.08000;4.10000;Summer;40.00;15.00;Cnidaria;Eunicella singularis;52.00;Moderate;301;Temperature anomaly;;NA;NA;;231;1;133;1999;Norte De Menorca;1;105;Full name: e-mail: web page: ;;0
218;2018-07-06 07:12:34;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Cap Roig-Patró Pere - Menorca;ES;40.08000;4.10000;Summer;0.00;0.00;Bryozoa;Myriapora truncata;;Severe;;Temperature anomaly;;;NA;;231;1;133;1999;Norte De Menorca;1;105;"Full name: 
e-mail: 
web page: ";;0
219;2018-07-06 07:12:41;2018-10-04 13:01:06;1999;Western Mediterranean;Mediterranean Sea;Escull de NAPonça - Menorca;ES;40.06572;4.13498;Summer;28.00;15.00;Cnidaria;Eunicella singularis;54.00;Moderate;353;Temperature anomaly;;;NA;;231;1;133;1999;Norte De Menorca;1;105;"Full name: 
e-mail: 
web page: ";;0
220;2018-07-06 07:12:47;2018-10-04 13:01:07;1999;Western Mediterranean;Mediterranean Sea;Escull de NAPonça - Menorca;ES;40.06572;4.13498;Summer;0.00;0.00;Cnidaria;Eunicella cavolinii;;Severe;;Temperature anomaly;;;NA;;231;1;133;1999;Norte De Menorca;1;105;"Full name: 
e-mail: 
web page: ";;0
221;2018-07-06 07:12:55;2018-10-04 13:01:07;1999;Western Mediterranean;Mediterranean Sea;Escull de NAPonça - Menorca;ES;40.06572;4.13498;Summer;0.00;0.00;Bryozoa;Myriapora truncata;;Severe;;Temperature anomaly;;;NA;;231;1;133;1999;Norte De Menorca;1;105;"Full name: 
e-mail: 
web page: ";;0
222;2018-07-06 07:12:56;2018-10-04 13:01:07;1999;Western Mediterranean;Mediterranean Sea;Punta NAGuiemassa - Menorca;;40.06000;4.15000;Summer;27.00;15.00;Cnidaria;Eunicella singularis;62.00;Severe;263;Temperature anomaly;;NA;NA;;231;0;;0;;1;105;Full name: e-mail: web page: ;;0
223;2018-07-06 07:12:56;2018-10-04 13:01:07;1999;Western Mediterranean;Mediterranean Sea;Punta NAGuiemassa - Menorca;;40.06000;4.15000;Summer;0.00;0.00;Bryozoa;Myriapora truncata;;Severe;;Temperature anomaly;;;NA;;231;0;;0;;1;105;"Full name: 
e-mail: 
web page: ";;0
224;2018-07-06 07:12:57;2018-10-04 13:01:07;1999;Western Mediterranean;Mediterranean Sea;Cova de Ses BruiNAes-Menorca;;40.05000;4.17000;Summer;28.00;15.00;Cnidaria;Eunicella singularis;58.00;Severe;286;Temperature anomaly;;NA;NA;;231;0;;0;;1;105;Full name: e-mail: web page: ;;0
225;2018-07-06 07:12:57;2018-10-04 13:01:07;1999;Western Mediterranean;Mediterranean Sea;Cova de Ses BruiNAes-Menorca;;40.05000;4.17000;Summer;0.00;0.00;Bryozoa;Myriapora truncata;;Severe ;;Temperature anomaly;;;NA;;231;0;;0;;1;105;"Full name: 
e-mail: 
web page: ";;0
226;2018-07-06 07:13:05;2018-10-04 13:01:07;1999;Western Mediterranean;Mediterranean Sea;Tino Island;;44.02000;9.85000;Summer;10.00;10.00;Bryozoa;Pentapora fascialis;;Severe ;;Temperature anomaly;;;NA;;231;0;;0;;1;106;"Full name: 
e-mail: 
web page: ";;0
227;2018-07-06 07:13:12;2018-10-04 13:01:07;1999;Western Mediterranean;Mediterranean Sea;Tino Island;;44.02000;9.85000;Summer;22.00;22.00;Bryozoa;Pentapora fascialis;;Severe ;;Temperature anomaly;;;NA;;231;0;;0;;1;106;"Full name: 
e-mail: 
web page: ";;0
228;2018-07-06 07:13:19;2018-10-04 13:01:07;1999;Western Mediterranean;Mediterranean Sea;Elba Island (Tuscan archipielago);IT;42.82814;10.33058;Autumn;35.00;15.00;Cnidaria;Paramuricea clavata;22.85;Low;35;;;;;;231;1;38;1996;Arcipelago Toscano;1;107;"Full name: 
e-mail: 
web page: ";;0
229;2018-07-06 07:13:26;2018-10-04 13:01:07;1999;Western Mediterranean;Mediterranean Sea;Elba Island (Tuscan archipielago);IT;42.82814;10.33058;Autumn;35.00;15.00;Cnidaria;Eunicella cavolinii;100.00;Severe;35;;;;;;231;1;38;1996;Arcipelago Toscano;1;107;"Full name: 
e-mail: 
web page: ";;0
230;2018-07-06 07:13:33;2018-10-04 13:01:07;1999;Western Mediterranean;Mediterranean Sea;Elba Island (Tuscan archipielago);IT;42.82814;10.33058;Autumn;35.00;15.00;Cnidaria;Eunicella singularis;87.50;Severe;40;;;;;;231;1;38;1996;Arcipelago Toscano;1;107;"Full name: 
e-mail: 
web page: ";;0
231;2018-07-06 07:13:34;2018-10-04 13:01:07;2000;Aegean Sea;Mediterranean Sea;Crete;;35.09519;24.42535;;40.00;0.00;Porifera;Sponges;;Low;;;;;;;229;0;;0;;1;194;"Full name: 
e-mail: 
web page: ";;0
232;2018-07-06 07:13:41;2018-10-04 13:01:07;2000;Western Mediterranean;Mediterranean Sea;Elba Island (Tuscan archipielago);IT;42.82814;10.33058;Summer;35.00;15.00;Cnidaria;Paramuricea clavata;40.00;Moderate;25;;;;;;231;1;38;1996;Arcipelago Toscano;1;107;"Full name: 
e-mail: 
web page: ";;0
233;2018-07-06 07:13:48;2018-10-04 13:01:07;2000;Western Mediterranean;Mediterranean Sea;Elba Island (Tuscan archipielago);IT;42.82814;10.33058;Summer;35.00;15.00;Cnidaria;Eunicella cavolinii;64.00;Severe;35;;;;;;231;1;38;1996;Arcipelago Toscano;1;107;"Full name: 
e-mail: 
web page: ";;0
234;2018-07-06 07:13:56;2018-10-04 13:01:07;2000;Western Mediterranean;Mediterranean Sea;Elba Island (Tuscan archipielago);IT;42.82814;10.33058;Summer;35.00;15.00;Cnidaria;Eunicella singularis;60.00;Severe;31;;;;;;231;1;38;1996;Arcipelago Toscano;1;107;"Full name: 
e-mail: 
web page: ";;0
235;2018-07-06 07:13:56;2018-10-04 13:01:07;2001;Aegean Sea;Mediterranean Sea;Thermaikos Bay (Chalkidiki);;40.30000;22.55000;Autumn;0.00;0.00;Cnidaria;Cladocora caespitosa;;;;Temperature anomaly;;;NA;;229;0;;0;;1;195;"Full name: 
e-mail: 
web page: ";;0
236;2018-07-06 07:13:57;2018-10-04 13:01:07;2001;Aegean Sea;Mediterranean Sea;Thermaikos Bay (Chalkidiki);;40.30000;22.55000;Autumn;0.00;0.00;Porifera;Aplysina aerophoba;;;;Temperature anomaly;;;NA;;229;0;;0;;1;196;"Full name: 
e-mail: 
web page: ";;0
237;2018-07-06 07:13:58;2018-10-04 13:01:07;2001;Western Mediterranean;Mediterranean Sea;Tavolara Island;IT;40.90000;9.71000;Summer;22.00;12.00;Cnidaria;Eunicella cavolinii;;Moderate;374;;;;NA;;231;1;37;1997;Tavolara - Punta Coda Cavallo;1;170;"Full name: 
e-mail: 
web page: ";;0
238;2018-07-06 07:13:59;2018-10-04 13:01:07;2001;Levantine Sea;Mediterranean Sea;Sdot-Yam;;32.29000;34.53000;Summer;6.00;3.00;Cnidaria;Oculina patagonica;;;62;Temperature anomaly;;NA;NA;;226;0;;0;;1;108;Full name: e-mail: web page: ;;0
239;2018-07-06 07:14:00;2018-10-04 13:01:07;2002;Levantine Sea;Mediterranean Sea;Sdot-Yam;;32.29000;34.53000;Summer;6.00;3.00;Cnidaria;Oculina patagonica;47.00;Moderate;62;Temperature anomaly;;NA;NA;;226;0;;0;;1;108;Full name: e-mail: web page: ;;0
240;2018-07-06 07:14:01;2018-10-04 13:01:07;2002;Western Mediterranean;Mediterranean Sea;Portofino Promontory;IT;44.30000;9.19000;Summer;10.00;3.00;Cnidaria;Parazoanthus axinellae;;Low;;Temperature anomaly;;;Fungi;;231;1;34;1998;Portofino;1;109;"Full name: 
e-mail: 
web page: ";;0
241;2018-07-06 07:14:08;2018-10-04 13:01:07;2002;Western Mediterranean;Mediterranean Sea;Gallinaria Island;;44.03000;8.23000;Summer;10.00;0.00;Cnidaria;Parazoanthus axinellae;;;;Temperature anomaly;;;Fungi;;231;0;;0;;1;109;"Full name: 
e-mail: 
web page: ";;0
242;2018-07-06 07:14:10;2018-10-04 13:01:07;2002;Western Mediterranean;Mediterranean Sea;Bell'ommo (Ischia);IT;40.70000;13.93000;Summer;22.00;18.00;Cnidaria;Eunicella singularis;65.00;Severe;140;Temperature anomaly;;;NA;;231;1;44;2007;Regno Di Nettuno;1;171;"Full name: 
e-mail: 
web page: ";;0
243;2018-07-06 07:14:11;2018-10-04 13:01:07;2002;Western Mediterranean;Mediterranean Sea;Solchiaro (Ischia);IT;40.70000;13.93000;Summer;22.00;15.00;Cnidaria;Eunicella singularis;97.00;Severe;140;Temperature anomaly;;;NA;;231;1;44;2007;Regno Di Nettuno;1;172;"Full name: 
e-mail: 
web page: ";;0
244;2018-07-06 07:14:13;2018-10-04 13:01:07;2002;Western Mediterranean;Mediterranean Sea;Pizzaco (Procida);IT;40.75000;14.02000;Summer;32.00;26.00;Cnidaria;Paramuricea clavata;80.00;Severe;120;Temperature anomaly;;;NA;;231;1;44;2007;Regno Di Nettuno;1;173;"Full name: 
e-mail: 
web page: ";;0
245;2018-07-06 07:14:13;2018-10-04 13:01:07;2002;Western Mediterranean;Mediterranean Sea;Leghorn;;43.27000;10.20000;Summer;32.00;26.00;Cnidaria;Paramuricea clavata;24.00;Low;1700;Temperature anomaly;;;NA;;231;0;;0;;1;174;"Full name: 
e-mail: 
web page: ";;0
246;2018-07-06 07:14:21;2018-10-04 13:01:07;2003;Adriatic Sea;Mediterranean Sea;Mljet National Park ;HR;42.79339;17.33917;Summer;18.00;6.00;Cnidaria;Cladocora caespitosa;;Moderate;559;Temperature anomaly;;;NA;;225;1;164;1960;Mljet;1;96;"Full name: 
e-mail: 
web page: ";599 bleached;0
247;2018-07-06 07:14:21;2018-10-04 13:01:07;2003;Western Mediterranean;Mediterranean Sea;Leghorn;;43.27000;10.20000;Summer;32.00;26.00;Cnidaria;Paramuricea clavata;100.00;Severe;1700;Temperature anomaly;;;NA;;231;0;;0;;1;175;"Full name: 
e-mail: 
web page: ";;0
248;2018-07-06 07:14:27;2018-10-04 13:01:07;2003;Western Mediterranean;Mediterranean Sea;Riou;FR;43.21000;5.38000;Summer;10.00;10.00;Cnidaria;Paramuricea clavata;46.00;Moderate;100;Temperature anomaly;;Disease;Disease;;231;1;150;2012;Calanques;1;101;Full name: e-mail: web page: ;;0
249;2018-07-06 07:14:31;2018-10-04 13:01:07;2003;Western Mediterranean;Mediterranean Sea;Columbretes Islands;ES;39.89000;0.68000;Autumn;20.00;5.00;Cnidaria;Cladocora caespitosa;46.00;Moderate;110;Temperature anomaly;;NA;NA;;231;1;136;1990;Illes Columbretes;1;110;Full name: e-mail: web page: ;;0
250;2018-07-06 07:14:33;2018-10-04 13:01:07;2003;Western Mediterranean;Mediterranean Sea;Portofino Promontory;IT;44.30000;9.19000;Summer;10.00;3.00;Cnidaria;Parazoanthus axinellae;60.00;Severe;;Temperature anomaly;;;Bacterial infection;;231;1;34;1998;Portofino;1;109;"Full name: 
e-mail: 
web page: ";;0
251;2018-07-06 07:14:40;2018-10-04 13:01:07;2003;Western Mediterranean;Mediterranean Sea;Gulf of La Spezia (Tino Island) ;;44.01000;9.50000;Summer;21.00;21.00;Cnidaria;Paramuricea clavata;96.00;Severe;20;Temperature anomaly;;;NA;;231;0;;0;;1;111;"Full name: 
e-mail: 
web page: ";;0
252;2018-07-06 07:14:47;2018-10-04 13:01:07;2003;Western Mediterranean;Mediterranean Sea;Gulf of La Spezia (Tinetto Island) ;;44.01000;9.50000;Summer;21.00;21.00;Cnidaria;Paramuricea clavata;90.00;Severe;54;Temperature anomaly;;;NA;;231;0;;0;;1;111;"Full name: 
e-mail: 
web page: ";;0
253;2018-07-06 07:14:54;2018-10-04 13:01:07;2003;Western Mediterranean;Mediterranean Sea;Gulf of La Spezia (Tinetto Shoal) ;;44.01000;9.50000;Summer;21.00;21.00;Cnidaria;Paramuricea clavata;99.00;Severe;48;Temperature anomaly;;;NA;;231;0;;0;;1;111;"Full name: 
e-mail: 
web page: ";;0
254;2018-07-06 07:14:58;2018-10-04 13:01:07;2003;Western Mediterranean;Mediterranean Sea;Columbretes Islands;ES;39.89000;0.68000;Summer;40.00;30.00;Cnidaria;Paramuricea clavata;14.00;Low;316;Temperature anomaly;;NA;NA;;231;1;136;1990;Illes Columbretes;1;112;Full name: e-mail: web page: ;;0
255;2018-07-06 07:14:59;2018-10-04 13:01:07;2003;Western Mediterranean;Mediterranean Sea;Balearic Islands;;39.52000;2.70000;Summer;20.00;15.00;Cnidaria;Eunicella singularis;9.50;Low;896;Temperature anomaly;;;NA;;231;0;;0;;1;112;"Full name: 
e-mail: 
web page: ";;0
256;2018-07-06 07:14:59;2018-10-04 13:01:07;2003;Western Mediterranean;Mediterranean Sea;Balearic Islands;;39.52000;2.70000;Summer;40.00;0.00;Cnidaria;Cladocora caespitosa;;;;Temperature anomaly;;NA;NA;;231;0;;0;;1;112;Full name: e-mail: web page: ;;0
257;2018-07-06 07:15:00;2018-10-04 13:01:07;2003;Western Mediterranean;Mediterranean Sea;Balearic Islands;;39.52000;2.70000;Summer;40.00;0.00;Porifera;Ircinia variabilis;;;;Temperature anomaly;;NA;NA;;231;0;;0;;1;112;Full name: e-mail: web page: ;;0
258;2018-07-06 07:15:00;2018-10-04 13:01:07;2003;Western Mediterranean;Mediterranean Sea;Balearic Islands;;39.52000;2.70000;Summer;40.00;0.00;Bryozoa;Myriapora truncata;;;;Temperature anomaly;;NA;NA;;231;0;;0;;1;112;Full name: e-mail: web page: ;;0
